"station","system","system_name","start_time","end_time","snr_p10","baseline_snr_p10_mean","baseline_snr_p10_std","baseline_days","delta_snr_p10","low_snr_frac_lt30","baseline_low30_mean","delta_low30","active_sv_mean","baseline_active_sv_mean","delta_active_sv","epoch_count","snr_valid_count"
"BOGI00POL","E","Galileo","2024-05-08T02:00:00","2024-05-08T02:14:30","34.75","39.295833333333334","8.553104943040665","6","-4.545833333333334","0.027027027027027","0.04206685499058379","-0.015039827963556789","2.466666666666667","2.711111111111111","-0.24444444444444402","30","148"
"BOGI00POL","G","GPS","2024-05-08T02:00:00","2024-05-08T02:14:30","31.25","29.666666666666668","3.149073937948531","6","1.5833333333333321","0.082319255547602","0.10244000750958991","-0.020120751961987912","11.366666666666667","10.283333333333333","1.083333333333334","30","1397"
"BOGI00POL","R","GLONASS","2024-05-08T02:00:00","2024-05-08T02:14:30","42.75","38.854166666666664","2.0347245923384008","6","3.8958333333333357","0.0","0.009317703176232433","-0.009317703176232433","9.0","8.916666666666666","0.08333333333333393","30","1080"
"BOGI00POL","E","Galileo","2024-05-08T02:15:00","2024-05-08T02:29:30","49.275","43.05416666666667","6.256804629095162","6","6.220833333333331","0.0833333333333333","0.007936507936507934","0.07539682539682536","2.2","2.35","-0.1499999999999999","30","132"
"BOGI00POL","G","GPS","2024-05-08T02:15:00","2024-05-08T02:29:30","33.550000000000004","29.329166666666666","1.4671755745876724","6","4.2208333333333385","0.078248384781048","0.10455068888118137","-0.026302304100133372","11.233333333333333","10.366666666666667","0.8666666666666654","30","1393"
"BOGI00POL","R","GLONASS","2024-05-08T02:15:00","2024-05-08T02:29:30","42.5","36.0625","3.2071697024011674","6","6.4375","0.0035971223021582","0.026620607991202416","-0.023023485689044217","9.5","9.438888888888888","0.06111111111111178","30","1112"
"BOGI00POL","E","Galileo","2024-05-08T02:30:00","2024-05-08T02:44:30","49.0","45.65833333333333","2.8182737032919047","6","3.3416666666666686","0.0","0.0","0.0","2.0","2.172222222222222","-0.17222222222222205","30","120"
"BOGI00POL","G","GPS","2024-05-08T02:30:00","2024-05-08T02:44:30","30.75","32.09166666666667","3.837012726935717","6","-1.3416666666666686","0.0857142857142857","0.07557708313872388","0.010137202575561818","12.0","9.922222222222222","2.0777777777777775","30","1470"
"BOGI00POL","R","GLONASS","2024-05-08T02:30:00","2024-05-08T02:44:30","37.75","35.1625","1.4640483257051338","6","2.5874999999999986","0.0134115674769488","0.023579025321944714","-0.010167457844995915","10.466666666666669","9.6","0.8666666666666689","30","1193"
"BOGI00POL","E","Galileo","2024-05-08T02:45:00","2024-05-08T02:59:30","48.5","44.75","3.6912057650583496","6","3.75","0.0080645161290322","0.0","0.0080645161290322","2.066666666666667","2.3333333333333335","-0.2666666666666666","30","124"
"BOGI00POL","G","GPS","2024-05-08T02:45:00","2024-05-08T02:59:30","30.75","30.25","3.9298854945150747","6","0.5","0.0822737471952131","0.09403170473748894","-0.011757957542275835","11.1","10.622222222222222","0.47777777777777786","30","1337"
"BOGI00POL","R","GLONASS","2024-05-08T02:45:00","2024-05-08T02:59:30","39.5","38.1875","1.9935991322229265","6","1.3125","0.0202101859337105","0.011458542654984166","0.008751643278726334","10.9","8.911111111111111","1.988888888888889","30","1237"
"BOGI00POL","E","Galileo","2024-05-08T03:00:00","2024-05-08T03:14:30","35.35","43.025","3.702330347227268","6","-7.674999999999997","0.0068965517241379","0.0","0.0068965517241379","2.566666666666667","2.4166666666666665","0.15000000000000036","30","145"
"BOGI00POL","G","GPS","2024-05-08T03:00:00","2024-05-08T03:14:30","31.5","31.0","2.837252191822221","6","0.5","0.0549961270333075","0.07155037921931454","-0.016554252186007035","10.433333333333334","10.833333333333334","-0.40000000000000036","30","1291"
"BOGI00POL","R","GLONASS","2024-05-08T03:00:00","2024-05-08T03:14:30","38.125","38.333333333333336","3.2467932897963587","6","-0.2083333333333357","0.0158450704225352","0.012474228180742633","0.0033708422417925675","10.066666666666666","9.377777777777778","0.6888888888888882","30","1136"
"BOGI00POL","E","Galileo","2024-05-08T03:15:00","2024-05-08T03:29:30","38.125","42.579166666666666","4.917581129647648","6","-4.454166666666666","0.0222222222222222","0.0022727272727272665","0.019949494949494932","3.0","2.444444444444444","0.5555555555555558","30","180"
"BOGI00POL","G","GPS","2024-05-08T03:15:00","2024-05-08T03:29:30","28.75","32.92916666666667","3.2676603505668504","6","-4.179166666666667","0.1391237509607993","0.05604763329938673","0.08307611766141257","10.566666666666666","10.461111111111112","0.10555555555555429","30","1301"
"BOGI00POL","R","GLONASS","2024-05-08T03:15:00","2024-05-08T03:29:30","36.0","37.041666666666664","1.983788463185192","6","-1.0416666666666643","0.0604558969276511","0.014156919413388501","0.046298977514262596","9.166666666666666","9.827777777777778","-0.6611111111111114","30","1009"
"BOGI00POL","E","Galileo","2024-05-08T03:30:00","2024-05-08T03:44:30","40.975","42.199999999999996","5.475970233666358","6","-1.2249999999999943","0.0","0.0045662100456621","-0.0045662100456621","3.0","2.4166666666666665","0.5833333333333335","30","180"
"BOGI00POL","G","GPS","2024-05-08T03:30:00","2024-05-08T03:44:30","22.75","34.666666666666664","1.0206207261596572","6","-11.916666666666664","0.214728148657949","0.03548802990030095","0.17924011875764806","11.7","10.327777777777778","1.3722222222222218","30","1453"
"BOGI00POL","R","GLONASS","2024-05-08T03:30:00","2024-05-08T03:44:30","36.25","36.9","1.5937377450509231","6","-0.6499999999999986","0.0178890876565295","0.01602350779538835","0.0018655798611411506","9.866666666666667","9.955555555555556","-0.08888888888888857","30","1118"
"BOGI00POL","E","Galileo","2024-05-08T03:45:00","2024-05-08T03:59:30","34.875","41.44166666666667","7.247217856989443","6","-6.56666666666667","0.0542168674698795","0.015837104072398182","0.038379763397481316","2.7666666666666666","2.4499999999999997","0.3166666666666669","30","166"
"BOGI00POL","G","GPS","2024-05-08T03:45:00","2024-05-08T03:59:30","22.0","32.27916666666667","1.1944053611176855","6","-10.279166666666669","0.1592857142857142","0.06449974763917991","0.09478596664653428","11.333333333333334","10.766666666666666","0.5666666666666682","30","1400"
"BOGI00POL","R","GLONASS","2024-05-08T03:45:00","2024-05-08T03:59:30","39.0","38.199999999999996","2.6235948620166183","6","0.8000000000000043","0.0216411181244364","0.014745763650232583","0.006895354474203816","9.8","9.322222222222223","0.47777777777777786","30","1109"
"BOGI00POL","E","Galileo","2024-05-08T04:00:00","2024-05-08T04:14:30","33.425","41.5375","6.1415338067945235","6","-8.112500000000004","0.0632911392405063","0.007638888888888883","0.05565225035161742","2.6333333333333333","2.5833333333333335","0.04999999999999982","30","158"
"BOGI00POL","G","GPS","2024-05-08T04:00:00","2024-05-08T04:14:30","29.25","32.62916666666667","1.8324448604710208","6","-3.37916666666667","0.1197749196141479","0.06371461718446715","0.056060302429680756","10.4","10.733333333333334","-0.3333333333333339","30","1244"
"BOGI00POL","R","GLONASS","2024-05-08T04:00:00","2024-05-08T04:14:30","42.0","38.891666666666666","3.315933754867046","6","3.1083333333333343","0.0009775171065493","0.018109790424401084","-0.017132273317851783","9.033333333333331","9.0","0.03333333333333144","30","1023"
"BOGI00POL","E","Galileo","2024-05-08T04:15:00","2024-05-08T04:29:30","35.525","41.87083333333333","5.206256252497245","6","-6.345833333333331","0.0247524752475247","0.0013888888888888833","0.023363586358635818","3.3666666666666667","2.5","0.8666666666666667","30","202"
"BOGI00POL","G","GPS","2024-05-08T04:15:00","2024-05-08T04:29:30","28.75","30.958333333333332","4.290736145076584","6","-2.208333333333332","0.1192214111922141","0.10253228723154677","0.016689123960667337","9.766666666666667","10.777777777777779","-1.011111111111111","30","1233"
"BOGI00POL","R","GLONASS","2024-05-08T04:15:00","2024-05-08T04:29:30","39.075","36.862500000000004","2.965794581558204","6","2.2124999999999986","0.0149892933618843","0.0188942884472232","-0.0039049950853389023","8.333333333333334","9.594444444444445","-1.261111111111111","30","934"
"BOGI00POL","E","Galileo","2024-05-08T04:30:00","2024-05-08T04:44:30","32.75","42.016666666666666","4.449484988924747","6","-9.266666666666666","0.0423728813559322","0.0","0.0423728813559322","3.933333333333333","2.5722222222222224","1.3611111111111107","30","236"
"BOGI00POL","G","GPS","2024-05-08T04:30:00","2024-05-08T04:44:30","26.0","28.679166666666664","2.5922199302271136","6","-2.6791666666666636","0.1165129924559933","0.1227385807420932","-0.006225588286099912","9.333333333333334","11.266666666666666","-1.9333333333333318","30","1193"
"BOGI00POL","R","GLONASS","2024-05-08T04:30:00","2024-05-08T04:44:30","33.725","36.583333333333336","0.75277265270908","6","-2.8583333333333343","0.0329670329670329","0.014551456288079167","0.01841557667895373","8.5","9.694444444444445","-1.1944444444444446","30","910"
"BOGI00POL","E","Galileo","2024-05-08T04:45:00","2024-05-08T04:59:30","41.0","40.25","4.606544257900925","6","0.75","0.0163043478260869","0.005847953216374266","0.010456394609712635","3.066666666666667","2.9055555555555554","0.16111111111111143","30","184"
"BOGI00POL","G","GPS","2024-05-08T04:45:00","2024-05-08T04:59:30","30.3","29.037499999999998","2.3132093506641374","6","1.2625000000000028","0.0952380952380952","0.102545893147788","-0.007307797909692798","8.5","10.66111111111111","-2.1611111111111097","30","1113"
"BOGI00POL","R","GLONASS","2024-05-08T04:45:00","2024-05-08T04:59:30","34.5","38.875","2.670486847","6","-4.375","0.0112130479102956","0.013044491950395982","-0.0018314440401003829","9.2","9.555555555555555","-0.35555555555555607","30","981"
"BOGI00POL","E","Galileo","2024-05-08T05:00:00","2024-05-08T05:14:30","41.5","40.083333333333336","3.8783587594067","6","1.4166666666666643","0.0","0.00586336336336335","-0.00586336336336335","3.066666666666667","2.9499999999999997","0.11666666666666714","30","184"
"BOGI00POL","G","GPS","2024-05-08T05:00:00","2024-05-08T05:14:30","33.0","31.241666666666664","2.013806511725163","6","1.7583333333333364","0.0628366247755834","0.08869186028250163","-0.025855235506918234","8.3","9.727777777777778","-1.4277777777777771","30","1114"
"BOGI00POL","R","GLONASS","2024-05-08T05:00:00","2024-05-08T05:14:30","36.75","37.59583333333333","1.836056689393513","6","-0.8458333333333314","0.0041493775933609","0.014634283688054766","-0.010484906094693866","9.0","9.266666666666667","-0.2666666666666675","30","964"
"BOGI00POL","E","Galileo","2024-05-08T05:15:00","2024-05-08T05:29:30","36.225","41.24583333333333","3.154378570600976","6","-5.020833333333329","0.0","0.0008865248226950333","-0.0008865248226950333","4.0","2.9388888888888887","1.0611111111111113","30","240"
"BOGI00POL","G","GPS","2024-05-08T05:15:00","2024-05-08T05:29:30","33.5","30.041666666666668","4.2994670212325925","6","3.458333333333332","0.0614389652384801","0.11007311877912541","-0.04863415354064531","9.166666666666666","10.494444444444445","-1.3277777777777793","30","1237"
"BOGI00POL","R","GLONASS","2024-05-08T05:15:00","2024-05-08T05:29:30","34.25","36.89166666666667","1.3433788247053275","6","-2.641666666666673","0.0309633027522935","0.0164101475572004","0.0145531551950931","8.3","9.655555555555557","-1.355555555555556","30","872"
"BOGI00POL","E","Galileo","2024-05-08T05:30:00","2024-05-08T05:44:30","39.25","40.55416666666667","2.3227363532408654","6","-1.3041666666666671","0.0","0.0","0.0","4.833333333333333","3.172222222222222","1.661111111111111","30","290"
"BOGI00POL","G","GPS","2024-05-08T05:30:00","2024-05-08T05:44:30","34.25","26.383333333333336","3.0110906108363222","6","7.866666666666664","0.032520325203252","0.12329456252841396","-0.09077423732516196","9.0","10.683333333333332","-1.6833333333333318","30","1230"
"BOGI00POL","R","GLONASS","2024-05-08T05:30:00","2024-05-08T05:44:30","34.25","37.30416666666667","0.7665534336670006","6","-3.054166666666667","0.032051282051282","0.018494989601958133","0.013556292449323867","7.566666666666666","9.988888888888889","-2.4222222222222225","30","780"
"BOGI00POL","E","Galileo","2024-05-08T05:45:00","2024-05-08T05:59:30","40.5","39.37083333333333","4.322945080227908","6","1.12916666666667","0.0","0.010949286634218116","-0.010949286634218116","5.0","3.3777777777777778","1.6222222222222222","30","300"
"BOGI00POL","G","GPS","2024-05-08T05:45:00","2024-05-08T05:59:30","36.0","28.233333333333334","0.9416297927883683","6","7.766666666666666","0.0441176470588235","0.12050792648428749","-0.07639027942546399","9.0","10.5","-1.5","30","1224"
"BOGI00POL","R","GLONASS","2024-05-08T05:45:00","2024-05-08T05:59:30","34.25","37.375","1.814869141288154","6","-3.125","0.034324942791762","0.007078055808927533","0.027246886982834468","8.333333333333334","9.833333333333334","-1.5","30","874"
"BOGI00POL","E","Galileo","2024-05-08T06:00:00","2024-05-08T06:14:30","41.75","40.729166666666664","4.75290481354999","6","1.0208333333333357","0.0","0.007808444960265633","-0.007808444960265633","5.0","3.3777777777777778","1.6222222222222222","30","300"
"BOGI00POL","G","GPS","2024-05-08T06:00:00","2024-05-08T06:14:30","35.25","30.25","1.5572411502397436","6","5.0","0.0317991631799163","0.09704015518078762","-0.06524099200087133","8.833333333333334","10.127777777777778","-1.2944444444444443","30","1195"
"BOGI00POL","R","GLONASS","2024-05-08T06:00:00","2024-05-08T06:14:30","33.5","37.37916666666667","1.743015825133743","6","-3.87916666666667","0.028969957081545","0.014217057513842066","0.014752899567702935","8.533333333333333","9.566666666666666","-1.0333333333333332","30","932"
"BOGI00POL","E","Galileo","2024-05-08T06:15:00","2024-05-08T06:29:30","44.5","40.704166666666666","4.012867324827308","6","3.7958333333333343","0.0","0.0084153970023535","-0.0084153970023535","5.0","3.3222222222222224","1.6777777777777776","30","300"
"BOGI00POL","G","GPS","2024-05-08T06:15:00","2024-05-08T06:29:30","36.75","29.308333333333334","2.635415843214628","6","7.441666666666666","0.0138888888888888","0.10302580356528013","-0.08913691467639133","8.1","9.955555555555556","-1.855555555555556","30","1152"
"BOGI00POL","R","GLONASS","2024-05-08T06:15:00","2024-05-08T06:29:30","35.25","39.7125","1.9457485706020698","6","-4.462499999999999","0.0145077720207253","0.0033415867109193166","0.011166185309805983","8.533333333333333","9.049999999999999","-0.5166666666666657","30","965"
"BOGI00POL","E","Galileo","2024-05-08T06:30:00","2024-05-08T06:44:30","45.5","39.1","5.7435833762556285","6","6.399999999999999","0.0","0.02325581395348837","-0.02325581395348837","5.0","3.3499999999999996","1.6500000000000004","30","300"
"BOGI00POL","G","GPS","2024-05-08T06:30:00","2024-05-08T06:44:30","30.0","29.291666666666668","2.271655050104806","6","0.7083333333333321","0.0983606557377049","0.07874262514409446","0.019618030593610447","9.733333333333333","9.616666666666667","0.11666666666666536","30","1281"
"BOGI00POL","R","GLONASS","2024-05-08T06:30:00","2024-05-08T06:44:30","42.75","36.875","3.419612551152542","6","5.875","0.0022172949002217","0.02198803643851402","-0.01977074153829232","8.0","9.705555555555556","-1.7055555555555557","30","902"
"BOGI00POL","E","Galileo","2024-05-08T06:45:00","2024-05-08T06:59:30","45.25","41.28333333333333","2.7935491165659982","6","3.9666666666666686","0.0","0.0","0.0","5.0","3.4333333333333336","1.5666666666666664","30","300"
"BOGI00POL","G","GPS","2024-05-08T06:45:00","2024-05-08T06:59:30","27.5","32.375","0.44017042154147523","6","-4.875","0.119969040247678","0.05891076243185275","0.06105827781582525","9.4","9.122222222222222","0.27777777777777857","30","1292"
"BOGI00POL","R","GLONASS","2024-05-08T06:45:00","2024-05-08T06:59:30","44.0","37.1","3.5515841535855546","6","6.899999999999999","0.0384615384615384","0.020365646129402018","0.018095892332136383","7.933333333333334","9.6","-1.666666666666666","30","910"
"BOGI00POL","E","Galileo","2024-05-08T07:00:00","2024-05-08T07:14:30","44.75","41.44166666666667","3.0175182959953473","6","3.30833333333333","0.0","0.004800691663633033","-0.004800691663633033","5.0","3.35","1.65","30","300"
"BOGI00POL","G","GPS","2024-05-08T07:00:00","2024-05-08T07:14:30","22.75","33.125","0.7541551564499169","6","-10.375","0.1485671191553544","0.044449513053951846","0.10411760610140255","10.166666666666666","9.316666666666666","0.8499999999999996","30","1326"
"BOGI00POL","R","GLONASS","2024-05-08T07:00:00","2024-05-08T07:14:30","36.2","36.99166666666667","3.245638098535734","6","-0.7916666666666643","0.0212335692618806","0.023120456136174364","-0.0018868868742937632","8.366666666666667","9.733333333333333","-1.3666666666666654","30","989"
"BOGI00POL","E","Galileo","2024-05-08T07:15:00","2024-05-08T07:29:30","43.5","41.025","2.9679538406114068","6","2.4750000000000014","0.0","0.0","0.0","5.0","3.3444444444444446","1.6555555555555554","30","300"
"BOGI00POL","G","GPS","2024-05-08T07:15:00","2024-05-08T07:29:30","26.75","33.833333333333336","0.8164965809277275","6","-7.083333333333336","0.1487481590574374","0.033914537680692296","0.1148336213767451","10.666666666666666","9.5","1.166666666666666","30","1358"
"BOGI00POL","R","GLONASS","2024-05-08T07:15:00","2024-05-08T07:29:30","37.0","38.270833333333336","2.754832874543694","6","-1.2708333333333357","0.0043706293706293","0.013129973281577167","-0.008759343910947869","9.566666666666666","8.983333333333333","0.5833333333333339","30","1144"
"BOGI00POL","E","Galileo","2024-05-08T07:30:00","2024-05-08T07:44:30","41.75","39.795833333333334","4.228782823303494","6","1.9541666666666657","0.0","0.0063368887823585665","-0.0063368887823585665","5.0","3.494444444444445","1.505555555555555","30","300"
"BOGI00POL","G","GPS","2024-05-08T07:30:00","2024-05-08T07:44:30","25.475","34.333333333333336","1.044828534577166","6","-8.858333333333334","0.1641379310344827","0.048975959342164616","0.1151619716923181","11.2","9.783333333333333","1.416666666666666","30","1450"
"BOGI00POL","R","GLONASS","2024-05-08T07:30:00","2024-05-08T07:44:30","35.25","37.0","3.020761493398642","6","-1.75","0.0129770992366412","0.02009752300489595","-0.0071204237682547505","10.933333333333334","9.016666666666667","1.916666666666666","30","1310"
"BOGI00POL","E","Galileo","2024-05-08T07:45:00","2024-05-08T07:59:30","37.975","40.954166666666666","3.5249615837150152","6","-2.9791666666666643","0.0","0.0143106582218497","-0.0143106582218497","5.0","3.3555555555555556","1.6444444444444444","30","300"
"BOGI00POL","G","GPS","2024-05-08T07:45:00","2024-05-08T07:59:30","28.75","32.170833333333334","3.7956032678174685","6","-3.4208333333333343","0.1145038167938931","0.08100127205381559","0.03350254474007751","11.0","9.366666666666667","1.6333333333333329","30","1441"
"BOGI00POL","R","GLONASS","2024-05-08T07:45:00","2024-05-08T07:59:30","35.0","36.375","3.0362394503727796","6","-1.375","0.0361041141897565","0.029474429518296517","0.006629684671459985","10.1","8.75","1.3499999999999996","30","1191"
"BOGI00POL","E","Galileo","2024-05-08T08:00:00","2024-05-08T08:14:30","38.0","40.90416666666667","2.392562259726309","6","-2.9041666666666686","0.0227272727272727","0.0043650793650793504","0.01836219336219335","4.4","3.25","1.1500000000000004","30","264"
"BOGI00POL","G","GPS","2024-05-08T08:00:00","2024-05-08T08:14:30","32.25","31.0","6.58027355054484","6","1.25","0.0701415701415701","0.08280329729065289","-0.012661727149082785","11.866666666666667","9.438888888888888","2.427777777777779","30","1554"
"BOGI00POL","R","GLONASS","2024-05-08T08:00:00","2024-05-08T08:14:30","33.25","37.520833333333336","1.9387119865175093","6","-4.270833333333336","0.0381205673758865","0.0166475941528616","0.021472973223024897","9.566666666666666","9.333333333333334","0.2333333333333325","30","1128"
"BOGI00POL","E","Galileo","2024-05-08T08:15:00","2024-05-08T08:29:30","35.175","41.791666666666664","2.0701247949499724","6","-6.616666666666667","0.0186567164179104","0.0032258064516128998","0.015430909966297502","4.466666666666667","3.1777777777777776","1.2888888888888892","30","268"
"BOGI00POL","G","GPS","2024-05-08T08:15:00","2024-05-08T08:29:30","33.25","29.5625","5.927557464926005","6","3.6875","0.0731237973059653","0.10655690100515287","-0.033433103699187575","11.966666666666669","9.872222222222222","2.0944444444444468","30","1559"
"BOGI00POL","R","GLONASS","2024-05-08T08:15:00","2024-05-08T08:29:30","37.75","38.083333333333336","2.610874693788781","6","-0.3333333333333357","0.0074487895716946","0.008046040714372567","-0.0005972511426779676","9.0","9.1","-0.09999999999999964","30","1074"
"BOGI00POL","E","Galileo","2024-05-08T08:30:00","2024-05-08T08:44:30","32.325","40.387499999999996","2.3977984694298207","6","-8.062499999999993","0.0693430656934306","0.003546099290780133","0.06579696640265047","4.566666666666666","3.1555555555555554","1.411111111111111","30","274"
"BOGI00POL","G","GPS","2024-05-08T08:30:00","2024-05-08T08:44:30","30.5","30.224999999999998","2.115124109833747","6","0.27500000000000213","0.0888308295231874","0.09873692781502492","-0.009906098291837528","11.8","9.944444444444445","1.855555555555556","30","1531"
"BOGI00POL","R","GLONASS","2024-05-08T08:30:00","2024-05-08T08:44:30","36.25","37.675000000000004","3.8201766974840337","6","-1.4250000000000043","0.016378525932666","0.018887801109919","-0.002509275177252999","9.2","9.033333333333333","0.16666666666666607","30","1099"
"BOGI00POL","E","Galileo","2024-05-08T08:45:00","2024-05-08T08:59:30","35.975","39.62083333333333","2.9770126245393502","6","-3.6458333333333286","0.0294117647058823","0.010479858450404417","0.018931906255477884","3.4","2.961111111111111","0.4388888888888891","30","204"
"BOGI00POL","G","GPS","2024-05-08T08:45:00","2024-05-08T08:59:30","28.875","31.425","2.3070543990118644","6","-2.5500000000000007","0.1227208976157082","0.09800943537725426","0.02471146223845394","11.166666666666666","9.822222222222223","1.3444444444444432","30","1426"
"BOGI00POL","R","GLONASS","2024-05-08T08:45:00","2024-05-08T08:59:30","31.75","38.03333333333333","3.3669966834950507","6","-6.283333333333331","0.0621865596790371","0.018930925762012465","0.04325563391702464","8.7","8.799999999999999","-0.09999999999999964","30","997"
"BOGI00POL","E","Galileo","2024-05-08T09:00:00","2024-05-08T09:14:30","46.25","39.775","3.314249537979904","6","6.475000000000001","0.0","0.0030214508692041","-0.0030214508692041","3.0","2.8666666666666667","0.1333333333333333","30","180"
